,Unnamed: 0,Unnamed: 0.1,report_id,date_time,police_beat,address_number_primary,address_pd_primary,address_road_primary,address_sfx_primary,address_pd_intersecting,address_name_intersecting,address_sfx_intersecting,violation_section,violation_type,charge_desc,injured,killed,hit_run_lvl,lat,lng
0,0,0,171099,2017-02-05 02:49:00,529,2800, ,04TH,AVENUE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,1,0,,32.687228000000005,-117.0778173
1,1,1,170977,2017-02-05 06:21:00,313,6400, ,CONVOY,COURT, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,0,0,MISDEMEANOR,32.8350409,-117.1690993
2,2,2,171097,2017-02-05 10:57:00,123,500, ,SEA WORLD,DRIVE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,1,0,,32.7641067,-117.2262649
3,3,3,171145,2017-02-05 11:07:00,521,1200, ,G,STREET, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR,32.7126131,-117.1538373
4,4,4,171011,2017-02-05 11:22:00,313,7600, ,BALBOA,AVENUE, , , ,21453A,VC,RED OR STOPVEHICLES STOP AT LIMIT LINE,1,0,,32.822349100000004,-117.1594129
5,5,5,171037,2017-02-05 14:00:00,122,1700, ,GARNET,AVENUE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR,32.800201,-117.238991
6,6,6,171209,2017-02-05 14:25:00,611,4000, ,PACIFIC,HIGHWAY, , , ,21703,VC,FOLLOWING TOO CLOSELY,0,0,MISDEMEANOR,32.7431339,-117.1906293
7,7,7,171170,2017-02-05 14:33:00,312,10700, ,AVENIDA PLAYA VERACR, , , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR,32.83458710000001,-117.09613020000002
8,8,8,171021,2017-02-05 18:01:00,122,1200, ,GARNET,AVENUE, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,1,0,,32.7985546,-117.2480918
9,9,9,171491,2017-02-05 19:00:00,813,3300, ,THORN,STREET, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,32.7392558,-117.1230756
10,10,10,171022,2017-02-05 19:31:00,115,9500, ,GENESEE,AVENUE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,2,0,,32.8796969,-117.2158394
11,11,11,170966,2017-02-05 19:45:00,613,2200, ,CHATSWORTH,BOULEVARD, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR,32.739397,-117.2278064
12,12,12,170990,2017-02-05 20:11:00,614,4700, ,NARRAGANSETT,AVENUE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,,32.7419936,-117.2473336
13,13,13,171098,2017-02-05 20:32:00,522,300, ,04TH,AVENUE, , , ,22100B,VC,LEFT TURNS AT INTERSECTIONS,1,0,,32.7252971,-117.16094040000002
14,14,14,171306,2017-02-05 20:43:00,122,1500, ,GARNET,AVENUE, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,1,0,,32.7996027,-117.24275790000002
15,15,15,171029,2017-02-05 21:00:00,437,0, ,ALTA VIEW,DRIVE, ,PARKSIDE,AVENUE,22450(A),VC,STOP REQUIREMENTS STATE STOP LINE,0,0,MISDEMEANOR,32.6799208,-117.0463689
16,16,16,171138,2017-02-05 21:20:00,627,400, ,UNIVERSITY,AVENUE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,,32.7482533,-117.1616255
17,17,17,171127,2017-02-05 22:01:00,526,1500, ,09TH,AVENUE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,,32.715738,-117.1610838
18,18,18,171157,2017-02-05 22:23:00,934,3700, ,DEL MAR HEIGHTS,ROAD, , , ,22106,VC,STARTING PARKED VEHICLES OR BACKING,0,0,,32.9563725,-117.2259428
19,19,19,171020,2017-02-05 23:47:00,111,6500, ,BALBOA,AVENUE, , , ,21453A,VC,RED OR STOPVEHICLES STOP AT LIMIT LINE,2,0,,32.8205248,-117.1724292
20,20,20,171184,2017-02-06 00:01:00,246,10600, ,WEXFORD,STREET, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,32.9389168,-117.1001835
21,21,21,171081,2017-02-06 00:01:00,327,7200, ,MOHAWK,STREET, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR,32.76985020000001,-117.0426524
22,22,22,171035,2017-02-06 00:11:00,813,2900, ,PALM,STREET, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR,32.73563,-117.1314528
23,23,23,171068,2017-02-06 00:51:00,811,4300, ,36TH,STREET, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,1,0,,32.7552964,-117.1157874
24,24,24,171493,2017-02-06 02:00:00,432,5600, ,BONITA,DRIVE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR,32.69841160000001,-117.0754747
25,25,25,171044,2017-02-06 02:02:00,813,3700, ,FLORIDA,STREET, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR,32.7450872,-117.1437125
26,26,26,171233,2017-02-06 06:11:00,121,1200, ,EL CARMEL,PLACE, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,,32.7786734,-117.2488185
27,27,27,171301,2017-02-06 12:20:00,235,19100, ,SAN PASQUAL VALLEY,ROAD, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,1,0,,33.1021997,-117.0351466
28,28,28,171272,2017-02-06 13:37:00,126,10600, ,NORTH TORREY PINES,ROAD, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,32.89537369999999,-117.2414655
29,29,29,171059,2017-02-06 14:55:00,115,3600, ,GOVERNOR,DRIVE, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,3,0,,32.8522813,-117.2101065
30,30,30,171054,2017-02-06 15:32:00,434,8400, ,SAN FELIPE,STREET, , , ,21803A,VC,YIELD SIGNSYIELD UNTIL REASONABLY SAFE,1,0,,32.7092425,-117.0253511
31,31,31,171193,2017-02-06 16:00:00,315,1600, ,CAM DEL RIO, , , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,32.7671158,-117.1488738
32,32,32,171323,2017-02-06 16:12:00,826,4800, ,UNIVERSITY,AVENUE, , , ,21804,VC,ENTERING HWY FROM PRIVATE ROAD OR DRIVEWAY,0,0,MISDEMEANOR,32.7495365,-117.0912188
33,33,33,171055,2017-02-06 16:23:00,433,5800, ,BROOKLYN,AVENUE, , , ,21950A,VC,YIELD RIGHT OF WAY TO PEDESTRIANS,1,0,,32.7131923,-117.0705004
34,34,34,171079,2017-02-06 17:30:00,243,9700, ,MIRAMAR,ROAD, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,32.8941581,-117.1204371
35,35,35,171089,2017-02-06 18:03:00,321,10000, ,FRIARS,ROAD, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,2,0,,32.7888528,-117.1116335
36,36,36,171132,2017-02-06 18:16:00,441,900,S,45TH,STREET, , , ,21950B,VC,PEDESTRIAN NOT TO SUDDENLY ENTER PATH ETC,1,0,,32.715072,-117.0978524
37,37,37,171032,2017-02-06 18:20:00,441,4400, ,LOGAN,AVENUE, , , ,21801A,VC,LEFT TURN YIELD UNTIL SAFE OR U-TURN,1,0,MISDEMEANOR,32.696850899999994,-117.1002283
38,38,38,171311,2017-02-06 18:44:00,242,9600, ,CARROLL CANYON,ROAD, , , ,21954A,VC,PEDESTRIANS OUTSIDE CROSSWALKS,1,0,,32.9032359,-117.1200736
39,39,39,171476,2017-02-06 19:34:00,627,0, ,06TH,AVENUE, ,PENNSYLVANIA,AVENUE,21456B,VC,PEDESTRIAN TRAFFIC 'WAIT' SIGN,1,0,,32.712074,-117.158949
40,40,40,171090,2017-02-06 19:45:00,321,9900, ,FRIARS,ROAD, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,1,0,,32.7886501,-117.1125521
41,41,41,171076,2017-02-06 21:10:00,314,3400, ,OLGA,AVENUE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR,32.804451199999995,-117.1524536
42,42,42,171324,2017-02-06 23:30:00,518,2800, ,DATE,STREET, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR,32.7234441,-117.1338435
43,43,43,171113,2017-02-07 00:01:00,615,3000, ,BYRON,STREET, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR,32.7225796,-117.2309606
44,44,44,171143,2017-02-07 00:01:00,122,1100, ,PACIFIC BEACH,DRIVE, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,32.7921659,-117.248288
45,45,45,171363,2017-02-07 05:10:00,123,0, ,CLAIREMONT,DRIVE, ,I-5 SB, ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,0,0,,32.8117985,-117.2009211
46,46,46,171121,2017-02-07 06:30:00,612,2900, ,CHATSWORTH,BOULEVARD, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,1,0,,32.7447264,-117.2162143
47,47,47,171285,2017-02-07 07:31:00,723,600, ,BEYER,WAY, , , ,21804,VC,ENTERING HWY FROM PRIVATE ROAD OR DRIVEWAY,1,0,,32.5852168,-117.0623211
48,48,48,171123,2017-02-07 07:55:00,838,3800, ,ORANGE,AVENUE, , , ,21804,VC,ENTERING HWY FROM PRIVATE ROAD OR DRIVEWAY,1,0,,32.7532613,-117.1118609
49,49,49,171074,2017-02-07 08:35:00,313,4800, ,CONVOY,STREET, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR,32.8290731,-117.1533104
50,50,50,171075,2017-02-07 08:47:00,613,4400, ,CASTELAR,STREET, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR,32.749144300000005,-117.2354882
51,51,51,171128,2017-02-07 09:25:00,528,2000, ,COLUMBIA,STREET, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,2,0,,32.725666600000004,-117.1681849
52,52,52,171093,2017-02-07 10:41:00,122,4600, ,MISSION BAY,DRIVE, , , ,21950B,VC,PEDESTRIAN NOT TO SUDDENLY ENTER PATH ETC,1,0,,32.8046341,-117.2185844
53,53,53,171108,2017-02-07 14:00:00,246,10100, ,SCRIPPS POWAY,PARKWAY, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,32.936475800000004,-117.110556
54,54,54,171316,2017-02-07 14:57:00,521,400, ,PARK,BOULEVARD, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,,32.7094315,-117.15380220000002
55,55,55,171135,2017-02-07 16:23:00,435,6600, ,MALLARD,STREET, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,,32.7295552,-117.0562301
56,56,56,171124,2017-02-07 16:44:00,823,4000, ,60TH,STREET, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,2,0,,32.7499593,-117.0673164
57,57,57,171218,2017-02-07 17:00:00,811,3700, ,MEADE,AVENUE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR,32.757159,-117.1130506
58,58,58,171092,2017-02-07 17:28:00,123,400, ,SEA WORLD,DRIVE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,1,0,,32.761387,-117.2240883
59,59,59,171612,2017-02-07 17:49:00,451,5700, ,REDWOOD,STREET, , , ,21954A,VC,PEDESTRIANS OUTSIDE CROSSWALKS,2,0,,32.740740100000004,-117.0735414
60,60,60,171088,2017-02-07 18:00:00,311,3700, ,MURPHY CANYON,ROAD, , , ,21453A,VC,RED OR STOPVEHICLES STOP AT LIMIT LINE,1,0,,32.8086339,-117.1169775
61,61,61,171085,2017-02-07 18:15:00,611,2300, ,CUSHING,ROAD, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,0,0,,32.7334624,-117.2161686
62,62,62,171091,2017-02-07 18:51:00,122,2700, ,GARNET,AVENUE, , , ,21703,VC,FOLLOWING TOO CLOSELY,1,0,,32.8058978,-117.2215277
63,63,63,171103,2017-02-07 19:30:00,451,5200, ,FEDERAL,BOULEVARD, , , ,22106,VC,STARTING PARKED VEHICLES OR BACKING,0,0,MISDEMEANOR,32.72149960000001,-117.082632
64,64,64,171144,2017-02-07 20:14:00,324,7300, ,NAVAJO,ROAD, , , ,21651B,VC,DRIVE THE WRONG WAY ON A DIVIDED HIGHWAY,0,0,MISDEMEANOR,32.804320000000004,-117.0383218
65,65,65,171087,2017-02-07 20:17:00,241,10700, ,SCRIPPS RANCH,BOULEVARD, , , ,21453A,VC,RED OR STOPVEHICLES STOP AT LIMIT LINE,2,0,,32.9129953,-117.1101741
66,66,66,171219,2017-02-07 23:56:00,813,3800, ,FLORIDA,STREET, , , ,22106,VC,STARTING PARKED VEHICLES OR BACKING,0,0,MISDEMEANOR,32.747598100000005,-117.144019
67,67,67,171211,2017-02-08 00:00:00,722,2700, ,WARDLOW,AVENUE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR,32.5614725,-117.0754215
68,68,68,171183,2017-02-08 00:01:00,315,2100, ,CAM DEL ESTE, , , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,32.771975399999995,-117.1445322
69,69,69,171281,2017-02-08 00:01:00,124,8100, ,LA JOLLA SHORES,DRIVE, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,32.8537971,-117.2541451
70,70,70,171169,2017-02-08 00:01:00,122,800, ,TURQUOISE,STREET, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR,32.8086485,-117.2591787
71,71,71,171078,2017-02-08 00:07:00,122,4300, ,OCEAN,BOULEVARD, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR,32.7934429,-117.2557294
72,72,72,171077,2017-02-08 01:42:00,122,4400, ,BAYARD,STREET, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR,32.795134600000004,-117.2531093
73,73,73,171105,2017-02-08 02:30:00,115,6600, ,RADCLIFFE,DRIVE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR,32.8559424,-117.206523
74,74,74,171235,2017-02-08 08:42:00,627,3700, ,BRANT,STREET, , , ,22106,VC,STARTING PARKED VEHICLES OR BACKING,0,0,,32.7449778,-117.16687009999998
75,75,75,171129,2017-02-08 11:18:00,115,8100, ,GENESEE,AVENUE, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,1,0,,32.8643558,-117.2127961
76,76,76,172217,2017-02-08 11:30:00,111,7200, ,MESA COLLEGE,DRIVE, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,0,0,,32.802974,-117.1635048
77,77,77,171130,2017-02-08 12:00:00,111,7500, ,BALTIC,STREET, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,1,0,,32.8057374,-117.1599256
78,78,78,171125,2017-02-08 12:20:00,311,3600, ,MURPHY CANYON,ROAD, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,1,0,,32.807694,-117.116291
79,79,79,171345,2017-02-08 12:33:00,451,3400, ,COLLEGE,AVENUE, , , ,22106,VC,STARTING PARKED VEHICLES OR BACKING,0,0,,32.7422586,-117.0516876
80,80,80,171271,2017-02-08 13:00:00,111,7700, ,MESA COLLEGE,DRIVE, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,32.801955,-117.1539807
81,81,81,171147,2017-02-08 13:34:00,124,2000, ,TORREY PINES,ROAD, , , ,21801A,VC,LEFT TURN YIELD UNTIL SAFE OR U-TURN,1,0,,32.8498304,-117.259306
82,82,82,171258,2017-02-08 15:16:00,523,500, ,J,STREET, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,1,0,,32.709510200000004,-117.1600089
83,83,83,171241,2017-02-08 15:42:00,241,9800, ,CARROLL CANYON,ROAD, , , ,21703,VC,FOLLOWING TOO CLOSELY,1,0,,32.9043578,-117.1146682
84,84,84,181286,2017-02-08 16:20:00,311,3500, ,AERO,COURT, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,32.8071169,-117.1484945
85,85,85,171126,2017-02-08 16:29:00,326,5900, ,MONTEZUMA,ROAD, , , ,21951,VC,VEHICLES STOPPED FOR PEDESTRIANS,1,0,,32.7707783,-117.07042040000002
86,86,86,171141,2017-02-08 18:46:00,124,7300, ,VIA CAPRI, , , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,1,0,MISDEMEANOR,32.842208,-117.2523014
87,87,87,171355,2017-02-08 19:19:00,714,700,E,SAN YSIDRO,BOULEVARD, , , ,21801A,VC,LEFT TURN YIELD UNTIL SAFE OR U-TURN,1,0,,32.5452999,-117.030612
88,88,88,171429,2017-02-08 19:47:00,623,500, ,HOTEL,CIRCLE, , , ,22106,VC,STARTING PARKED VEHICLES OR BACKING,1,0,,32.7632722,-117.1679709
89,89,89,181235,2017-02-08 21:51:00,934,5300, ,GRAND DEL MAR,COURT, , , ,22106,VC,STARTING PARKED VEHICLES OR BACKING,0,0,,32.940043100000004,-117.1974599
90,90,90,171117,2017-02-08 22:04:00,526,500, ,ASH,STREET, , , ,21453A,VC,RED OR STOPVEHICLES STOP AT LIMIT LINE,1,0,,32.719898,-117.1601885
91,91,91,171131,2017-02-08 22:29:00,122,2800, ,GARNET,AVENUE, , , ,21453A,VC,RED OR STOPVEHICLES STOP AT LIMIT LINE,1,0,,32.8061675,-117.2189142
92,92,92,171273,2017-02-09 00:01:00,313,9400, ,CHESAPEAKE,DRIVE, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,32.8383413,-117.1254398
93,93,93,171199,2017-02-09 01:27:00,315,1600, ,CAM DEL RIO, , , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,,32.7671158,-117.1488738
94,94,94,171195,2017-02-09 02:00:00,233,12700, ,RANCHO PENASQUITOS,BOULEVARD, , , ,22106,VC,STARTING PARKED VEHICLES OR BACKING,0,0,,32.9499816,-117.1076749
95,95,95,171109,2017-02-09 02:15:00,811,3100, ,MONROE,AVENUE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR,32.759162100000005,-117.1289653
96,96,96,171555,2017-02-09 02:51:00,627,4000, ,04TH,AVENUE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,,32.7548564,-117.16167659999998
97,97,97,171289,2017-02-09 05:25:00,626,3500, ,INDIA,STREET, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,1,0,,32.738989000000004,-117.1774564
98,98,98,171497,2017-02-09 06:00:00,622,5900, ,LINDA VISTA,ROAD, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,32.770329600000004,-117.1883006
99,99,99,171240,2017-02-09 06:45:00,441,0,S,46TH,STREET, ,LOGAN,AVENUE,21954A,VC,PEDESTRIANS OUTSIDE CROSSWALKS,1,0,,32.7439765,-117.0957772
100,100,100,171257,2017-02-09 06:52:00,437,7300, ,PARADISE VALLEY,ROAD, , , ,21453A,VC,RED OR STOPVEHICLES STOP AT LIMIT LINE,2,0,,32.6917876,-117.0365544
101,101,101,171146,2017-02-09 07:05:00,931,10100, ,SORRENTO VALLEY,ROAD, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR,32.888239500000005,-117.2070558
102,102,102,171314,2017-02-09 07:39:00,813,2500, ,MYRTLE,AVENUE, , , ,22450,VC,STOP REQUIREMENTS,1,0,,32.7421273,-117.1378965
103,103,103,171610,2017-02-09 08:31:00,246,11600, ,SCRIPPS POWAY,PARKWAY, , , ,21453A,VC,RED OR STOPVEHICLES STOP AT LIMIT LINE,0,0,,32.9345653,-117.0729329
104,104,104,171151,2017-02-09 08:41:00,713,1800, ,LA MEDIA,ROAD, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,0,0,,32.5629171,-116.9624473
105,105,105,171356,2017-02-09 08:53:00,624,2200, ,MEADE,AVENUE, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,1,0,,32.7572625,-117.141306
106,106,106,171149,2017-02-09 09:05:00,611,4400, ,PACIFIC,HIGHWAY, , , ,21801A,VC,LEFT TURN YIELD UNTIL SAFE OR U-TURN,2,0,,32.7486372,-117.1969863
107,107,107,171194,2017-02-09 09:45:00,813,0, ,TEXAS,STREET, ,UNIVERSITY,AVENUE,22106,VC,STARTING PARKED VEHICLES OR BACKING,0,0,MISDEMEANOR,32.7540562,-117.1388397
108,108,108,171319,2017-02-09 12:50:00,527,900,W,GRAPE,STREET, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,32.7248621,-117.17077
109,109,109,171259,2017-02-09 13:40:00,512,0,S,31ST,STREET, ,OCEAN VIEW,BOULEVARD,21461A,VC,FAIL TO OBEY TRAFFIC CONTROL DEVICE,4,0,,32.7270466,-117.1274789
110,110,110,171421,2017-02-09 14:15:00,243,9300, ,MIRAMAR,ROAD, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,1,0,,32.893823,-117.1270269
111,111,111,171748,2017-02-09 14:41:00,446,200, ,EUCLID,AVENUE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,1,0,MISDEMEANOR,32.7059215,-117.0850749
112,112,112,171140,2017-02-09 15:11:00,115,10300, ,CAMPUS POINT,DRIVE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR,32.8923245,-117.2229605
113,113,113,171203,2017-02-09 15:45:00,512,600, ,CESAR E CHAVEZ,PARKWAY, , , ,21950B,VC,PEDESTRIAN NOT TO SUDDENLY ENTER PATH ETC,2,0,,32.7039075,-117.1419437
114,114,114,171192,2017-02-09 16:06:00,521,700, ,16TH,STREET, , , ,21801A,VC,LEFT TURN YIELD UNTIL SAFE OR U-TURN,1,0,MISDEMEANOR,32.5837886,-117.0995043
115,115,115,171536,2017-02-09 16:11:00,242,8100, ,CALLE CRISTOBAL, , , , ,21801A,VC,LEFT TURN YIELD UNTIL SAFE OR U-TURN,2,0,,32.9291464,-117.1522389
116,116,116,171611,2017-02-09 16:13:00,624,4200, ,MISSISSIPPI,STREET, , , ,22450(A),VC,STOP REQUIREMENTS STATE STOP LINE,1,0,,32.7540483,-117.14129409999998
117,117,117,171150,2017-02-09 16:17:00,123,3500, ,SEAWORLD,DRIVE, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,2,0,,32.761237300000005,-117.218909
118,118,118,171204,2017-02-09 17:13:00,613,3400, ,MACAULAY,STREET, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,1,0,,32.7316061,-117.2292687
119,119,119,171512,2017-02-09 18:06:00,528,1900, ,INDIA,STREET, , , ,21703,VC,FOLLOWING TOO CLOSELY,0,0,MISDEMEANOR,32.7244229,-117.1685881
120,120,120,171228,2017-02-09 19:34:00,526,600, ,ASH,STREET, , , ,21950A,VC,YIELD RIGHT OF WAY TO PEDESTRIANS,1,0,MISDEMEANOR,32.7199041,-117.1592955
121,121,121,171222,2017-02-09 20:20:00,452,200, ,65TH,STREET, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR,32.7150707,-117.0584912
122,122,122,171142,2017-02-09 20:30:00,121,3300, ,MISSION,BOULEVARD, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR,32.7743811,-117.2519051
123,123,123,171248,2017-02-09 22:16:00,613,3600, ,POE,STREET, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,,32.7358682,-117.2295009
124,124,124,171449,2017-02-09 22:45:00,833,4700, ,LANDIS,STREET, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR,32.745876,-117.0931667
125,125,125,171191,2017-02-09 23:42:00,524,1000, ,05TH,AVENUE, , , ,20002(A),VC,HIT AND RUN,0,0,MISDEMEANOR,32.7418458,-117.16018970000002
